id,Date,Home,Away,Winner,Score_Home,Score_Away,1st_downs_Home,1st_downs_Away,Passing_1st_downs_Home,Passing_1st_downs_Away,Rushing_1st_downs_Home,Rushing_1st_downs_Away,Penaties_1st_downs_Home,Penaties_1st_downs_Away,3rd_down_made_Home,3rd_down_attempted_Home,3rd_down_made,3rd_down_attempted_Away,4th_down_made_Home,4th_down_attempted_Home,4th_down_made,4th_down_attempted_Away,Total_plays_Home,Total_plays_Away,Total_yards_Home,Total_yards_Away,Total_drives_Home,Total_drives_Away,Passing_yards_Home,Passing_yards_Away,Pass_comp_Home,Pass_thrown_Home,Pass_comp_Away,Pass_thrown_Away,Interceptions,Interceptions_Away,Sacks_Home,Sack_Yards_Lost_Home,Sacks_Away,Sack_Yards_Lost_Away,Rushing_yards_Home,Rushing_yards_Away,Rushing_attempts_Home,Rushing_attempts_Away,Red_zone_made_Home,Red_zone_attempted_Home,Red_zone_made_Away,Red_zone_attempted_Away,Penalties_Home,Penalties_Yards_Lost_Home,Penalties_Away,Penalties_Yards_Lost_Away,Turnovers_Home,Turnovers_Away,Fumbles_lost_Home,Fumbles_lost_Away,Def_Special_TDs_Home,Def_Special_TDs_Away,TOP_seconds_Home,TOP_seconds_Away,
260924027,2006-09-24,Buccaneers,Panthers,Panthers,24,26,13,22,6,11,5,9,2,2,4,12,2,12,1,1,1,1,51,67,209,350,12,13,145,249,14,25,22,36,1,0,1,10,3,23,64,101,25,28,3,4,1,1,6,56,7,40,2,3,1,3,0,0,1537,2063,
260924034,2006-09-24,Texans,Redskins,Redskins,15,31,17,25,11,10,4,13,2,2,3,7,9,13,0,0,0,0,48,68,261,495,10,10,200,261,19,29,24,27,1,0,1,8,0,0,61,234,18,41,2,2,2,3,7,57,12,126,2,1,1,1,0,0,1293,2307,
260924005,2006-09-24,Browns,Ravens,Ravens,14,15,17,18,12,14,4,4,1,0,6,14,7,17,0,0,0,1,59,70,288,340,11,14,250,254,21,33,23,41,1,0,7,48,2,10,38,86,19,27,1,1,1,3,2,17,5,30,2,0,1,0,0,0,1689,1911,
260924022,2006-09-24,Cardinals,Rams,Rams,14,16,20,18,11,13,8,4,1,1,6,12,6,13,1,1,0,1,57,60,347,364,9,11,246,301,19,28,21,31,3,0,1,10,1,8,101,63,28,28,2,5,1,3,5,52,5,25,4,2,1,2,0,0,1793,1807,
260924025,2006-09-24,49ers,Eagles,Eagles,24,38,23,16,13,12,8,4,2,0,7,18,5,12,1,1,0,0,77,54,392,416,13,14,269,266,27,46,18,33,0,0,3,24,3,30,123,150,28,18,3,4,3,5,8,64,9,72,2,1,2,1,0,2,2121,1479,
260924026,2006-09-24,Seahawks,Giants,Seahawks,42,30,26,18,15,15,10,3,1,0,10,16,2,9,1,1,1,1,74,52,333,337,13,15,227,264,24,33,24,36,3,3,0,0,1,11,106,73,41,15,5,5,1,2,4,22,8,63,3,4,0,1,0,2,2280,1320,
260924017,2006-09-24,Patriots,Broncos,Broncos,7,17,22,19,18,10,3,6,1,3,4,16,7,16,1,3,0,0,76,64,370,400,12,12,320,256,31,55,15,30,0,0,0,0,0,0,50,144,21,34,1,2,0,1,6,78,7,52,0,0,0,0,0,0,1695,1905,
260925018,2006-09-25,Saints,Falcons,Saints,23,3,19,10,9,7,8,3,2,0,4,12,3,16,0,0,2,3,63,59,326,229,12,11,180,112,20,28,12,31,0,0,1,11,5,25,146,117,34,23,1,3,0,2,4,40,5,43,0,0,0,0,1,0,1960,1640,
261001001,2006-10-01,Falcons,Cardinals,Falcons,32,10,19,14,5,8,12,3,2,3,4,14,4,12,1,1,1,1,64,57,405,187,12,12,143,161,13,22,17,29,1,2,2,10,4,21,262,26,40,24,0,6,0,1,5,40,4,19,1,4,0,2,2,2,1887,1713,
261001002,2006-10-01,Bills,Vikings,Bills,17,12,20,14,11,11,7,2,2,1,5,14,2,13,0,0,2,2,68,60,298,330,11,13,203,267,23,32,25,44,0,2,3,21,0,0,95,63,33,16,2,3,1,2,15,104,12,78,0,2,0,0,0,0,2157,1443,
261001010,2006-10-01,Titans,Cowboys,Cowboys,14,45,16,23,8,10,6,11,2,2,6,12,5,10,0,1,1,1,58,61,229,396,12,11,151,179,14,29,13,20,2,1,2,4,0,0,78,217,27,41,1,2,5,6,5,55,5,61,3,1,1,0,0,2,1646,1954,
261001012,2006-10-01,Chiefs,49ers,Chiefs,41,0,23,10,14,4,6,5,3,1,8,15,3,13,0,0,0,0,63,51,333,165,12,11,208,76,18,23,13,25,0,2,0,0,4,16,125,89,40,22,3,4,0,0,3,30,6,73,0,4,0,2,1,0,2115,1485,
261001020,2006-10-01,Jets,Colts,Colts,28,31,23,26,10,14,9,11,4,1,7,13,7,12,1,2,0,0,63,68,321,352,11,10,186,192,17,23,21,30,1,0,3,21,2,25,135,160,37,36,3,4,4,5,5,47,10,64,3,0,2,0,1,0,1917,1683,
261001029,2006-10-01,Panthers,Saints,Panthers,21,18,20,22,10,15,9,4,1,3,4,10,4,11,0,0,0,0,59,62,324,407,11,10,157,344,19,29,28,38,0,0,1,12,1,5,167,63,29,23,2,2,1,2,7,48,5,38,0,1,0,1,0,0,1821,1779,
261001033,2006-10-01,Ravens,Chargers,Ravens,16,13,14,13,11,8,2,5,1,0,4,11,2,13,0,0,1,3,53,64,206,284,13,13,150,134,17,30,13,23,2,1,2,8,1,11,56,150,21,40,2,3,0,1,4,30,10,78,3,1,1,0,0,0,1578,2022,
261001034,2006-10-01,Texans,Dolphins,Texans,17,15,19,15,13,12,5,3,1,0,9,16,3,12,0,1,1,1,67,58,276,289,10,10,211,219,22,29,23,39,1,0,5,19,5,30,65,70,33,14,2,3,1,3,2,15,5,35,2,0,1,0,0,0,2035,1565,
261001014,2006-10-01,Rams,Lions,Rams,41,34,23,21,18,16,3,3,2,2,4,13,5,12,0,0,0,1,70,66,427,370,15,13,321,277,26,42,29,43,0,2,1,7,2,3,106,93,27,21,4,5,3,5,8,66,4,70,0,3,0,1,0,0,1806,1794,
261001004,2006-10-01,Bengals,Patriots,Patriots,13,38,17,26,10,9,5,15,2,2,2,11,6,13,0,0,1,1,56,67,279,424,12,12,208,188,20,35,15,26,0,1,4,37,0,0,71,236,17,41,1,1,3,4,9,74,7,61,2,1,2,0,0,0,1564,2036,
261001013,2006-10-01,Raiders,Browns,Browns,21,24,14,21,6,12,5,6,3,3,4,12,8,15,0,1,2,2,52,69,240,283,11,12,46,179,9,24,22,32,1,2,4,22,2,13,194,104,24,35,1,1,3,5,6,47,4,37,1,3,0,1,2,0,1374,2226,
261001028,2006-10-01,Redskins,Jaguars,Redskins,36,30,22,12,11,10,11,2,0,0,7,14,2,13,0,0,2,2,70,54,481,307,14,13,329,275,18,30,20,34,1,1,0,0,4,15,152,32,40,16,2,3,0,1,4,40,4,35,2,2,1,1,0,0,2192,1517,
261001003,2006-10-01,Bears,Seahawks,Bears,37,6,21,14,9,9,11,4,1,1,6,15,4,16,1,1,0,0,70,61,362,230,14,13,219,153,17,31,17,37,0,2,1,13,5,49,143,77,38,19,3,5,0,2,5,60,7,59,0,2,0,0,0,0,2132,1468,
261002021,2006-10-02,Eagles,Packers,Eagles,31,9,23,20,11,9,9,8,3,3,4,11,4,14,0,1,0,1,63,75,398,318,14,13,267,219,17,32,24,47,0,2,4,32,0,0,131,99,27,28,2,4,0,2,5,53,7,62,2,3,2,1,0,0,1637,1963,
261008003,2006-10-08,Bears,Bills,Bears,40,7,23,10,10,6,11,3,2,1,7,14,2,11,0,0,0,1,72,48,351,145,13,12,195,87,19,31,14,27,0,3,3,16,3,28,156,58,38,18,4,6,1,1,4,21,7,44,1,5,1,2,0,0,2251,1349,
261008009,2006-10-08,Packers,Rams,Rams,20,23,20,19,10,12,6,6,4,1,9,16,5,13,0,0,0,0,67,60,336,327,12,11,215,209,22,39,18,28,0,0,2,5,2,11,121,118,26,30,1,4,2,5,4,41,10,78,2,0,2,0,0,0,1757,1843,
261008011,2006-10-08,Colts,Titans,Colts,14,13,20,15,10,4,10,10,0,1,5,12,2,10,0,0,0,0,65,52,320,277,10,11,166,63,20,31,10,21,1,1,0,0,0,0,154,214,34,31,2,3,1,2,5,45,6,36,2,1,1,0,0,0,2035,1565,
261008016,2006-10-08,Vikings,Lions,Vikings,26,17,18,13,11,11,5,2,2,0,5,13,3,12,0,0,1,2,64,58,336,217,13,12,201,201,26,34,23,42,1,3,0,0,5,24,135,16,30,11,1,3,2,3,5,40,7,50,3,4,2,1,4,0,2199,1401,
261008017,2006-10-08,Patriots,Dolphins,Patriots,20,10,17,19,12,14,3,2,2,3,5,15,4,14,2,2,0,1,64,63,213,283,11,10,134,221,16,29,26,41,0,2,1,6,1,11,79,62,34,21,2,5,1,1,7,59,10,81,1,3,1,1,0,0,1783,1817,
261008018,2006-10-08,Saints,Buccaneers,Saints,24,21,15,18,8,9,7,8,0,1,3,12,5,13,0,0,0,2,58,66,314,406,12,13,171,219,21,33,20,31,0,0,0,0,2,6,143,187,25,33,1,2,3,3,9,49,8,66,0,1,0,1,1,0,1763,1837,
261008019,2006-10-08,Giants,Redskins,Giants,19,3,20,10,9,6,11,3,0,1,9,16,3,11,0,0,0,1,69,45,411,164,10,8,256,86,23,33,12,22,0,0,0,0,3,23,155,78,36,20,1,4,0,0,8,76,5,35,0,0,0,0,0,0,2087,1513,
261008029,2006-10-08,Panthers,Browns,Panthers,20,12,15,17,7,10,6,5,2,2,0,11,2,14,0,0,0,0,58,68,288,248,15,14,169,157,20,29,26,43,0,2,1,1,2,16,119,91,28,23,1,3,0,2,4,34,7,70,0,3,0,1,2,0,1725,1875,
261008022,2006-10-08,Cardinals,Chiefs,Chiefs,20,23,18,18,12,16,5,0,1,2,3,14,5,14,1,1,0,0,65,63,298,301,14,15,222,262,22,35,26,38,1,0,4,31,3,26,76,39,26,22,1,1,2,3,7,50,5,49,1,2,0,2,0,0,1829,1771,
261008025,2006-10-08,49ers,Raiders,49ers,34,20,18,18,11,10,7,8,0,0,5,11,3,9,0,2,1,1,60,56,330,370,12,11,165,216,15,19,18,32,1,4,0,0,1,0,165,154,41,23,2,5,2,4,3,20,5,35,1,5,0,1,2,0,2113,1487,
261008030,2006-10-08,Jaguars,Jets,Jaguars,41,0,19,11,9,3,8,6,2,2,6,13,3,14,0,0,0,2,60,58,312,177,13,12,131,45,9,20,10,18,0,3,1,9,6,26,181,132,39,34,5,5,0,1,9,62,6,59,0,4,0,1,0,0,1922,1678,
261008021,2006-10-08,Eagles,Cowboys,Eagles,38,24,16,23,12,11,3,11,1,1,2,12,7,18,0,0,1,2,54,84,383,320,17,16,331,174,18,33,18,38,0,3,3,23,7,49,52,146,18,39,2,3,2,3,3,67,7,49,2,5,2,2,2,2,1381,2219,
261008024,2006-10-08,Chargers,Steelers,Chargers,23,13,22,16,13,10,9,6,0,0,9,16,3,9,0,0,0,2,72,54,341,265,11,10,222,197,24,37,20,31,1,2,4,20,5,23,119,68,31,18,1,5,1,1,2,10,4,30,1,2,0,0,0,0,2032,1568,
261009007,2006-10-09,Broncos,Ravens,Broncos,13,3,13,16,8,10,5,6,0,0,6,12,6,15,0,0,0,0,53,61,222,257,12,9,106,154,13,24,20,34,1,3,1,0,2,11,116,103,28,25,1,2,0,1,3,25,3,15,2,3,1,0,0,0,1702,1898,
261015001,2006-10-15,Falcons,Giants,Giants,14,27,16,28,8,12,7,15,1,1,6,15,4,11,0,1,0,0,60,70,329,424,12,12,106,165,14,27,17,30,1,2,7,48,2,15,223,259,26,38,0,0,3,5,4,40,5,45,2,2,1,0,0,0,1542,2058,
261015006,2006-10-15,Cowboys,Texans,Cowboys,34,6,21,12,11,9,8,1,2,2,8,16,3,13,1,2,1,1,69,55,354,232,11,12,184,198,19,30,23,38,0,2,2,19,0,0,170,34,37,17,3,5,0,2,9,73,7,55,0,3,0,1,0,0,2114,1486,
261015008,2006-10-15,Lions,Bills,Lions,20,17,21,16,15,9,5,6,1,1,3,12,3,11,0,1,0,0,66,60,397,242,12,14,262,157,24,36,21,34,1,1,3,16,5,50,135,85,27,21,1,3,1,1,6,40,2,20,1,3,0,2,0,0,1901,1699,
261015014,2006-10-15,Rams,Seahawks,Seahawks,28,30,21,20,14,12,5,6,2,2,8,15,9,17,0,0,0,0,67,66,368,364,11,14,309,239,26,39,19,34,1,0,6,51,4,29,59,125,22,28,3,3,2,4,6,72,10,65,2,1,1,1,0,0,1925,1675,
261015018,2006-10-15,Saints,Eagles,Saints,27,24,22,20,14,12,6,5,2,3,8,16,3,10,0,0,0,0,68,54,373,325,12,11,275,226,27,38,19,32,2,1,0,0,3,21,98,99,30,19,2,3,2,2,7,64,8,67,2,2,0,1,0,0,2043,1557,
261015027,2006-10-15,Buccaneers,Bengals,Buccaneers,14,13,21,14,12,10,6,4,3,0,6,16,3,14,1,1,0,1,71,59,300,305,12,12,174,252,25,44,24,37,1,0,2,10,2,9,126,53,25,20,2,2,0,1,9,75,10,84,1,0,0,0,0,0,2107,1493,
261015028,2006-10-15,Redskins,Titans,Titans,22,25,18,21,8,9,8,9,2,3,5,12,4,15,0,0,1,1,56,70,305,344,14,14,180,151,16,30,13,25,1,0,0,0,3,10,125,193,26,42,2,2,2,5,6,46,5,51,2,0,1,0,0,0,1460,2140,
261015033,2006-10-15,Ravens,Panthers,Panthers,21,23,16,20,10,13,6,5,0,2,5,15,7,15,2,2,0,0,60,70,292,414,11,13,212,356,19,35,24,39,2,2,3,18,1,9,80,58,22,30,2,2,0,3,5,40,4,20,3,3,1,1,0,0,1571,2029,
261015020,2006-10-15,Jets,Dolphins,Jets,20,17,15,24,6,14,6,7,3,3,4,13,8,15,0,0,0,1,58,72,272,395,12,12,169,266,17,29,27,43,0,2,2,6,0,0,103,129,27,29,0,2,2,3,8,70,6,61,0,3,0,1,0,0,1696,1904,
261015023,2006-10-15,Steelers,Chiefs,Steelers,45,7,23,14,12,11,10,1,1,2,8,13,5,14,1,1,0,1,63,59,457,213,14,12,238,175,17,20,19,39,0,3,1,6,1,10,219,38,42,19,4,6,1,2,5,41,6,50,1,3,1,0,2,0,2071,1529,
261015025,2006-10-15,49ers,Chargers,Chargers,19,48,15,30,10,15,4,10,1,5,4,11,12,15,0,1,0,0,50,69,274,421,11,11,182,334,20,31,29,39,1,0,5,32,0,0,92,87,14,30,2,2,4,5,9,116,6,51,2,0,1,0,0,0,1452,2148,
261015007,2006-10-15,Broncos,Raiders,Broncos,13,3,15,14,6,10,7,2,2,2,5,11,4,13,0,0,1,2,51,60,235,244,9,8,91,159,11,18,13,26,0,1,2,11,4,30,144,85,31,30,1,3,0,1,5,39,13,95,1,2,1,1,0,0,1704,1896,
261016022,2006-10-16,Cardinals,Bears,Bears,23,24,17,9,12,7,4,2,1,0,6,20,4,14,0,0,0,1,81,55,286,168,18,17,220,130,24,42,14,37,0,4,1,12,2,14,66,38,38,16,1,4,0,1,9,65,6,50,2,6,2,2,0,5,2383,1217,
261022001,2006-10-22,Falcons,Steelers,Falcons,41,38,24,27,12,21,9,4,3,2,8,16,7,11,0,0,0,0,70,64,399,473,14,13,226,418,18,30,24,35,2,0,1,6,3,15,173,55,39,26,3,6,4,5,6,40,9,65,2,3,0,3,0,0,2163,1853,
261022002,2006-10-22,Bills,Patriots,Patriots,6,28,12,18,8,10,4,7,0,1,4,12,8,15,0,0,0,0,52,58,255,265,11,11,180,171,16,25,18,27,1,0,2,12,4,24,75,94,25,27,0,1,3,3,9,67,3,25,4,0,3,0,0,0,1700,1900,
261022004,2006-10-22,Bengals,Panthers,Bengals,17,14,22,17,14,11,4,5,4,1,6,16,2,11,1,1,0,0,71,53,342,277,12,12,230,217,23,39,20,34,0,1,2,10,3,21,112,60,30,16,2,3,1,2,5,55,8,41,0,1,0,0,0,0,2072,1528,
261022012,2006-10-22,Chiefs,Chargers,Chiefs,30,27,19,22,11,15,8,6,0,1,6,13,6,15,0,0,1,1,59,71,355,349,14,12,221,252,15,27,26,44,0,1,2,11,4,15,134,97,30,23,3,3,2,3,6,50,7,60,1,3,1,2,0,0,1738,1862,
261022015,2006-10-22,Dolphins,Packers,Packers,24,34,26,19,20,10,4,5,2,4,7,18,4,15,3,3,2,2,83,66,448,346,14,14,381,191,33,62,19,35,3,0,4,33,2,15,67,155,17,29,2,3,1,3,8,70,9,74,3,1,0,1,0,2,1921,1679,
261022020,2006-10-22,Jets,Lions,Jets,31,24,27,22,8,16,16,6,3,0,8,12,4,10,0,0,2,2,66,59,398,386,9,8,177,261,16,22,22,36,1,2,2,12,1,8,221,125,42,22,3,5,1,2,2,20,9,60,1,2,0,0,0,0,2054,1546,
261022027,2006-10-22,Buccaneers,Eagles,Buccaneers,23,21,14,22,6,13,6,9,2,0,5,14,7,11,1,1,0,0,58,63,196,506,12,12,85,298,13,26,22,35,0,3,2,19,1,4,111,208,30,27,0,1,2,3,2,15,7,65,0,4,0,1,4,0,1861,1739,
261022034,2006-10-22,Texans,Jaguars,Texans,27,7,21,14,10,5,10,7,1,2,5,14,3,12,0,0,0,2,69,54,349,220,13,12,218,118,25,34,14,28,0,0,1,6,1,7,131,102,34,25,1,5,1,1,3,17,7,35,0,2,0,2,0,0,2010,1590,
261022005,2006-10-22,Browns,Broncos,Broncos,7,17,10,22,9,15,1,7,0,0,1,11,9,20,0,3,1,1,51,80,165,347,12,13,131,197,19,33,20,41,1,2,5,18,2,12,34,150,13,37,1,1,2,3,2,10,3,30,3,2,2,0,0,0,1365,2235,
261022011,2006-10-22,Colts,Redskins,Colts,36,22,25,19,18,12,6,6,1,1,5,10,6,14,0,0,2,2,60,63,452,325,10,10,342,211,25,35,27,37,0,0,0,0,2,15,110,114,25,24,3,5,2,4,3,27,10,91,0,0,0,0,0,1,1746,1854,
261022013,2006-10-22,Raiders,Cardinals,Raiders,22,9,21,9,13,8,7,1,1,0,13,20,1,11,0,1,0,1,77,55,395,224,14,13,258,174,19,35,13,32,2,2,5,21,3,29,137,50,37,20,1,4,0,2,8,70,4,25,5,2,3,0,0,0,2221,1379,
261022026,2006-10-22,Seahawks,Vikings,Vikings,13,31,16,14,12,10,1,3,3,1,6,16,5,14,0,1,0,1,67,59,290,332,13,14,237,157,21,42,16,25,2,0,4,24,4,29,53,175,21,30,0,1,1,2,5,30,5,45,3,0,1,0,0,2,1661,1939,
261023006,2006-10-23,Cowboys,Giants,Giants,22,36,21,18,14,10,5,8,2,0,7,11,9,16,0,1,1,1,64,67,379,328,11,14,310,173,21,37,12,26,4,1,6,28,2,16,69,155,21,39,2,4,2,4,1,5,3,24,4,2,0,1,0,2,1651,1949,
261029003,2006-10-29,Bears,49ers,Bears,41,10,24,12,15,6,7,5,2,1,7,14,3,10,1,2,0,1,68,46,402,248,12,11,257,121,25,32,14,25,0,2,1,6,2,14,145,127,35,19,4,7,1,2,5,49,5,38,0,5,0,3,0,0,2225,1375,
261029004,2006-10-29,Bengals,Falcons,Falcons,27,29,22,25,15,15,3,9,4,1,4,10,7,13,0,0,0,0,56,67,331,420,10,11,258,277,24,36,19,27,0,0,2,8,2,14,73,143,18,38,2,3,1,3,4,30,9,75,1,0,1,0,0,0,1372,2228,
261029009,2006-10-29,Packers,Cardinals,Packers,31,14,28,20,9,11,16,7,3,2,2,7,6,14,1,2,1,2,64,64,383,218,10,9,180,132,17,25,14,35,0,1,0,0,4,25,203,86,39,25,4,4,2,2,10,65,9,68,0,1,0,0,0,0,2019,1581,
261029010,2006-10-29,Titans,Texans,Titans,28,22,10,26,5,16,4,8,1,2,2,10,4,12,0,0,2,2,43,76,197,427,13,12,86,279,7,15,33,46,0,2,1,1,4,20,111,148,27,26,0,0,3,4,8,64,10,74,0,5,0,3,3,0,1419,2181,
261029012,2006-10-29,Chiefs,Seahawks,Chiefs,35,28,30,15,17,10,12,3,1,2,6,13,4,10,1,2,0,1,79,49,499,240,11,11,308,190,17,25,15,30,0,2,1,4,2,8,191,50,53,17,4,6,2,2,6,40,4,35,3,2,3,0,0,2,2535,1065,
261029018,2006-10-29,Saints,Ravens,Ravens,22,35,17,21,13,12,0,7,4,2,6,14,8,14,2,4,0,0,62,63,403,293,13,13,368,156,24,46,17,23,4,0,2,15,1,3,35,137,14,39,0,3,3,3,10,68,9,69,5,1,1,1,0,4,1394,2206,
261029019,2006-10-29,Giants,Buccaneers,Giants,17,3,16,10,9,5,7,2,0,3,3,14,2,16,0,1,0,3,68,63,251,174,15,14,143,134,16,31,20,48,0,0,2,11,2,5,108,40,35,13,2,3,0,0,4,40,3,30,0,1,0,1,0,0,2138,1462,
261029021,2006-10-29,Eagles,Jaguars,Jaguars,6,13,14,16,9,3,4,13,1,0,4,14,4,14,0,1,2,3,58,64,227,285,11,11,142,76,18,34,10,17,0,0,4,19,1,11,85,209,20,46,0,2,1,3,8,50,5,44,0,1,0,1,0,0,1389,2211,
261029024,2006-10-29,Chargers,Rams,Chargers,38,24,21,23,11,17,10,5,0,1,7,13,5,12,0,1,1,1,59,64,419,412,11,11,203,311,15,23,27,40,0,0,1,3,3,16,216,101,35,21,2,3,3,4,3,43,4,20,0,1,0,1,2,0,1854,1746,
261029005,2006-10-29,Browns,Jets,Browns,20,13,16,12,8,7,7,4,1,1,7,17,5,13,0,0,0,1,64,56,267,193,13,12,120,105,15,22,11,28,1,2,3,21,1,3,147,88,39,27,1,3,0,1,3,42,1,5,1,3,0,1,0,1,2111,1489,
261029007,2006-10-29,Broncos,Colts,Colts,31,34,24,23,9,18,13,5,2,0,7,11,7,11,0,0,0,0,58,60,396,437,8,10,169,345,13,21,32,39,0,0,1,5,0,0,227,92,36,21,4,4,3,5,3,24,5,55,1,0,1,0,0,0,1863,1737,
261029013,2006-10-29,Raiders,Steelers,Raiders,20,13,9,15,2,12,3,2,4,1,1,11,7,19,0,1,1,3,49,70,98,360,14,13,17,271,5,14,25,37,1,4,6,34,5,30,81,89,29,28,0,1,0,4,5,45,6,70,1,4,0,0,4,0,1470,2130,
261029029,2006-10-29,Panthers,Cowboys,Cowboys,14,35,16,27,10,15,3,10,3,2,3,9,6,14,0,0,0,0,51,76,204,414,12,12,128,258,17,31,24,36,1,1,3,21,2,12,76,156,17,38,1,1,4,5,5,44,9,86,3,1,2,0,0,0,1304,2296,
261030016,2006-10-30,Vikings,Patriots,Patriots,7,31,17,25,14,18,2,4,1,3,5,14,4,11,0,2,0,1,61,61,284,430,13,13,239,345,26,42,29,43,4,1,4,22,3,27,45,85,15,15,0,3,4,6,6,39,9,85,4,2,0,1,1,0,1815,1785,
261105002,2006-11-05,Bills,Packers,Bills,24,10,11,26,3,19,7,7,1,0,2,11,7,16,0,0,0,1,48,79,184,427,14,13,64,280,8,15,28,47,0,2,5,38,2,7,120,147,28,30,1,2,1,3,8,50,5,36,0,4,0,2,2,0,1539,2061,
261105003,2006-11-05,Bears,Dolphins,Dolphins,13,31,20,17,10,6,4,10,6,1,5,16,7,17,0,2,0,0,73,67,292,298,13,14,189,137,18,42,16,32,3,2,3,21,0,0,103,161,28,35,0,1,2,5,7,45,11,69,6,2,3,0,0,2,1806,1794,
261105008,2006-11-05,Lions,Falcons,Lions,30,14,20,19,15,9,4,9,1,1,6,12,3,11,0,1,1,1,62,60,435,319,12,11,308,154,20,32,17,32,1,2,3,13,2,9,127,165,27,26,1,6,2,3,10,71,9,76,1,3,0,1,0,0,1976,1624,
261105014,2006-11-05,Rams,Chiefs,Chiefs,17,31,28,16,18,9,8,6,2,1,4,11,5,12,2,3,0,0,72,49,452,317,12,10,337,131,31,42,10,15,0,0,2,17,2,17,115,186,28,32,2,3,3,3,8,67,5,23,3,0,3,0,0,0,2080,1520,
261105019,2006-11-05,Giants,Texans,Giants,14,10,23,17,11,10,10,5,2,2,6,11,6,13,0,1,1,1,59,57,285,251,8,7,163,170,17,29,21,30,1,0,2,16,1,6,122,81,28,26,2,4,1,1,6,53,8,65,1,1,0,1,0,0,1865,1735,
261105027,2006-11-05,Buccaneers,Saints,Saints,14,31,11,19,8,13,3,6,0,0,4,14,9,17,0,1,0,1,53,67,226,363,14,12,158,314,18,31,24,32,0,0,4,27,0,0,68,49,18,35,1,1,2,3,4,25,4,25,1,0,1,0,0,0,1359,2241,
261105028,2006-11-05,Redskins,Cowboys,Redskins,22,19,18,21,10,13,4,6,4,2,5,13,10,16,0,1,0,0,56,67,300,378,14,10,183,267,14,23,24,36,0,0,1,9,2,17,117,111,32,29,1,3,2,5,5,41,11,153,1,0,1,0,0,0,1712,1888,
261105030,2006-11-05,Jaguars,Titans,Jaguars,37,7,17,14,8,8,8,5,1,1,5,13,5,18,0,0,1,2,54,69,342,262,12,14,169,154,12,22,15,36,0,3,2,8,1,9,173,108,30,32,2,3,0,0,4,20,4,20,0,3,0,0,2,0,1811,1789,
261105033,2006-11-05,Ravens,Bengals,Ravens,26,20,21,16,13,7,8,6,0,3,6,15,1,10,0,1,1,2,69,50,374,275,13,11,245,182,21,31,12,26,0,2,0,0,2,12,129,93,38,22,1,5,1,2,8,81,4,40,0,3,0,1,2,0,2244,1356,
261105025,2006-11-05,49ers,Vikings,49ers,9,3,8,17,4,6,3,8,1,3,3,13,5,14,0,0,0,1,50,67,133,238,12,10,91,103,13,21,21,31,1,1,3,14,3,33,42,135,26,33,0,2,0,1,5,56,6,65,1,3,0,2,0,0,1515,2085,
261105023,2006-11-05,Steelers,Broncos,Broncos,20,31,27,13,21,8,4,3,2,2,4,13,3,12,0,2,0,0,77,51,499,336,13,13,403,221,38,54,16,27,3,0,4,30,1,6,96,115,19,23,2,5,3,4,5,50,8,60,6,0,3,0,0,0,2073,1527,
261105024,2006-11-05,Chargers,Browns,Chargers,32,25,19,23,8,12,10,4,1,7,3,10,7,17,0,0,0,0,54,76,381,293,13,14,191,209,19,28,26,44,0,1,3,20,5,32,190,84,23,27,2,3,1,6,12,113,6,50,1,2,1,1,2,0,1626,1974,
261105017,2006-11-05,Patriots,Colts,Colts,20,27,24,24,9,17,11,2,4,5,7,13,5,10,2,2,0,0,68,64,349,354,10,11,201,301,20,35,20,36,4,1,0,0,3,25,148,53,33,25,2,4,3,6,8,81,7,68,5,2,1,1,0,0,1834,1766,
261106026,2006-11-06,Seahawks,Raiders,Seahawks,16,0,20,13,9,8,9,3,2,2,4,16,3,15,0,0,1,2,72,57,371,185,12,13,164,121,18,30,16,35,0,0,3,12,9,45,207,64,39,13,0,3,0,0,10,80,8,60,0,0,0,0,0,0,2139,1461,
261112001,2006-11-12,Falcons,Browns,Browns,13,17,16,9,10,5,5,3,1,1,6,17,2,14,0,1,1,1,71,54,343,236,15,15,194,145,16,41,16,22,2,0,1,3,5,20,149,91,29,27,1,2,2,2,8,76,7,52,3,2,1,2,0,0,1702,1898,
261112004,2006-11-12,Bengals,Chargers,Chargers,41,49,29,25,20,17,8,7,1,1,5,12,9,14,0,1,0,0,72,65,545,431,13,14,417,324,31,42,24,36,0,0,3,23,3,14,128,107,27,26,3,5,6,6,5,44,4,45,1,0,1,0,0,0,1878,1722,
261112008,2006-11-12,Lions,49ers,49ers,13,19,16,17,9,9,4,7,3,1,3,9,10,19,0,1,0,0,50,68,251,315,10,11,180,117,19,30,14,21,1,0,3,22,3,19,71,198,17,44,1,4,0,4,5,40,5,51,4,1,3,1,0,0,1271,2329,
261112010,2006-11-12,Titans,Ravens,Ravens,26,27,19,19,11,16,7,2,1,1,5,15,7,16,0,1,1,1,65,69,367,421,15,13,205,371,13,25,29,47,1,2,2,6,1,2,162,50,38,21,3,5,1,2,3,20,8,91,1,2,0,0,0,0,1844,1756,
261112011,2006-11-12,Colts,Bills,Colts,17,16,26,10,14,4,11,4,1,2,3,8,5,14,0,0,1,1,68,47,384,162,10,9,236,51,27,39,8,12,0,0,0,0,4,32,148,111,29,31,2,3,0,3,6,54,5,40,2,0,2,0,0,2,2028,1572,
